userName,score,at,content,,,,,,,,,,,,,
Eem Yanti,1,11/25/2022 0:22, udah mahal,notif ganggu lagi tiap detik ,,,,,,,,,,,,
Tri Hartono,1,11/25/2022 0:08, Kebijakan yg buruk mulai dari, setiap pembelian ada biaya tambahan, diskon dipakai tapi gak bisa gratis ongkir sama aja bohong. Ini modelan kebijakan marketing dari mana kek gitu. ,,,,,,,,,,,
Nor Masnah,5,11/25/2022 0:06,Sangat baik,,,,,,,,,,,,,
Fathiya Zalfa,5,11/25/2022 0:04, Makasih tokopedia, pelayanannya sangat memuaskan dan CS nya ramah.. Jika ada yg ragu jangan segan2 tanya ke tokopedia care agar kita tdk salah dlm menggunakan akun.. Makasih banyak ya ,,,,,,,,,,,,
Abang Ro,1,11/25/2022 0:03,Udah ga asik lagi belanja d tokopedia 😏,,,,,,,,,,,,,
Firman Ahmad,1,11/25/2022 0:01,Parah banget toped kecewa saya. Sy beli barang yg datang g sesuai mana lma bgt dtengnya. Dan yg bikin kesel penjualnya sprti sudah menyeting toko agar pmbeli tidak bisa mmberi ulasan. Kecewa skali sy,,,,,,,,,,,,,
yogie maulana,1,11/24/2022 23:57,5 thn lebih pakai toped sekarang dh saatnya beralih...🙃 Vocer gratis ongkir gabisa dipake bersama dengan vocer laen nya👎👎👎. Ada biaya transaksi dll.. preeet Kecewaa.. Btw Trimakasi udh menemani selama ini.,,,,,,,,,,,,,
Dirga Hayu,3,11/24/2022 23:57,Semoga makin laris...maniiiiiisss,,,,,,,,,,,,,
Jaya Furni,5,11/24/2022 23:52,Mantap tap tap,,,,,,,,,,,,,
Jihad Rafsanjani,5,11/24/2022 23:29,Semakin baik,,,,,,,,,,,,,
Eko Prasetya,5,11/24/2022 23:05,lebih nyaman transaksi di sini drpd toko lain,,,,,,,,,,,,,
Yani Sri Mulya,5,11/24/2022 23:04,nyaman banget pakai tokopedia,,,,,,,,,,,,,
Anang Tedy Asmoro,5,11/24/2022 22:32,mantap,,,,,,,,,,,,,
Golden Star,1,11/24/2022 22:11, Dipersulit dengan cara pembayaran, bahkan saat ada promo d pakai pun pesanan akan otomatis batal, trus buat apa fungsi promo kalo gk bisa d pakai, ada saldo tokped tp gk bisa buat alat pembayaran , trus apa fungsi saldo iyu sendiri ,,,,,,,,,
Al ft Tank,1,11/24/2022 22:05, Barang gak datang,udah komplain dan hsrus nunggu 1 minggu pas udah 1 minggu uang di kembalikannya cuman 3 ribu yang seharusnya 20 ribu.kecewa😮‍💨 ,,,,,,,,,,,,
Edi Saputra,1,11/24/2022 22:01, Awalnya sih bagus tpi makin kesini vocer ongkir di buat trpisah dan gak bisa di gabung vocer lain alhasil hnya bisa make bebas ongkir doang dan vocer potongan terbuang sia   .. waktunya beralih ke toko sebelah ,,,,,,,,,,,,,
Muhammad Akmal,5,11/24/2022 21:39,banyak promo,,,,,,,,,,,,,
Ahmad Ibrahim,1,11/24/2022 21:19, Tokopedia makin pelit, jadi males belanja di Tokopedia ,,,,,,,,,,,,
auli roziqi,1,11/24/2022 21:09,Tidak bisa melindungi pembeli dari transaksi yang merugikan,,,,,,,,,,,,,
IPAY CRB,5,11/24/2022 21:01,Tetap semangat dan semoga berkah (amin),,,,,,,,,,,,,
argis maulana,5,11/24/2022 19:59,mashokkk,,,,,,,,,,,,,
HOBI BUSSID1,1,11/24/2022 19:44, Aplikasi payah, yang lain fitur COD di utamakan, belanja disini nyari yg cod aja susah. Kalau ingin ramai cod utamakan bose ,,,,,,,,,,,
Andika Budi,2,11/24/2022 19:14,Voucher ga bisa digunakan . Auto uninstall.,,,,,,,,,,,,,
dewi logo,5,11/24/2022 19:03, Pengguna baru, ,,,,,,,,,,,,
جعفر صادق JS,5,11/24/2022 18:49,shoop anytime and anywhere,,,,,,,,,,,,,
Aris Delput,5,11/24/2022 18:14, Tokped selalu di hati, karna apk'ya ringan dan cepat. Gak kaya si oren yang lemot parah. Tolong pertahankan kinerja yang seperti ini. ,,,,,,,,,,,,
Bedy Ubaedy,3,11/24/2022 17:56,Bagus,,,,,,,,,,,,,
Edi Setiadi,3,11/24/2022 17:56,Semoga makin jaya dan sukses,,,,,,,,,,,,,
Moehammad Habibie,1,11/24/2022 17:51,Sering terjadi crash,,,,,,,,,,,,,
09 Avita Putri Syakhib,1,11/24/2022 17:45,Gratis ongkir knp skrng gabisa dipakai bersama dg voucher diskon/cashback?,,,,,,,,,,,,,
Hilman Hasbillah,1,11/24/2022 17:42, Bangke emang, kata yg iya bnyak promo,, tp semua transaksi yg pake promo transaksi di BATALIN aplikasi ,,,,,,,,,,
Raffasya Raka Alfareza,1,11/24/2022 17:05,Ra masuk,,,,,,,,,,,,,
Kardi S,5,11/24/2022 17:04,mudah & cepat,,,,,,,,,,,,,
Sunartikarman Sunartikarman,5,11/24/2022 16:55,Ok baget,,,,,,,,,,,,,
Prima ID,1,11/24/2022 16:38, Saya mencoba melakukan pemesanan gofood ditokopedia, pesanan belum saya terima namun status sudah selesai. kemana pergi nya pesanan saya woi ! Sungguh mengecewakan sekali ,,,,,,,,,,,,
Donny Roy Andres,5,11/24/2022 16:37,Good 👍👍,,,,,,,,,,,,,
Indra Kersa Maesa,5,11/24/2022 16:33,Good,,,,,,,,,,,,,
Pintu Samping,5,11/24/2022 16:19,Paling aman,,,,,,,,,,,,,
Okki Lesmana,1,11/24/2022 16:16, Dlu saya bilangin sma teman² sya kalo mau belanja online di tokopedia aja, gada nipu², ngirim barangnya cpt, harganya murah, gratis ongkir. Sekarang kebalikanya Gratis ongkirnya sdh tak seperti dulu lagi yg pengirimannya super cepat, dulu 2-3 hari sbelum tgl estimasi sudah sampai ketangan saya barangnya. Sekarang, sudah hampir sampai tgl estimasi pun paketnya tak dtg². Pdhl sudah 2 hari di kota sya tak dianter² juga ke alamat sya. Unlike for tokped. Not recomended ,,,,,,,
Bagas Adinata,1,11/24/2022 15:55, APLIKASI NIPU ,, PIHAK TOKOPEDIA CUMA CUEK TIDAK ADA RESPON BUAT MEMBANTU ,,,,,,,,,,,
Suparto,5,11/24/2022 15:51,Good tokopedia,,,,,,,,,,,,,
Moes 321,5,11/24/2022 15:51,Jos,,,,,,,,,,,,,
Pecel lele Bapak ayu,1,11/24/2022 15:36,Payah,,,,,,,,,,,,,
Agustian Fitra,5,11/24/2022 15:34,Manataaap,,,,,,,,,,,,,
apendri pepen,5,11/24/2022 15:33,Ok,,,,,,,,,,,,,
Delikson Munte,5,11/24/2022 15:26,Mantap,,,,,,,,,,,,,
eka pratama,1,11/24/2022 15:26,Parah... Bebas ongkir gak bisa dipakai barengan dengan vocher lainnya,,,,,,,,,,,,,
UD. B BERKAH JAYA,1,11/24/2022 15:25,Baru mau dftr g bisa masukan nama gimana mau dftr aih,,,,,,,,,,,,,
Smart Phone,5,11/24/2022 15:24,nice,,,,,,,,,,,,,
Armanda Yulistyanto,3,11/24/2022 14:42, Aplikasi bagus, sayang pembayaran COD belum bisa di aplikasi ini ,,,,,,,,,,,,
Yasmi Yasmi,5,11/24/2022 14:41,Beli pulsa lebih murah..suka dehhh😍,,,,,,,,,,,,,
wonosari Flovers,5,11/24/2022 14:30,hebat,,,,,,,,,,,,,
teguh budiono,4,11/24/2022 14:27,Sadis,,,,,,,,,,,,,
Chylvia Zhema,5,11/24/2022 14:25,mantap kalau bisa tambahkan kredivo nya kak,,,,,,,,,,,,,
Adam griya truss,1,11/24/2022 14:14, klo gk di Balikin sperti dulu,, akan smakin banyak ngasih bintang 1. smakin kecewa dan gk jelas.. Gratis ongkir plus, ujung²nya juga ttp bayar. PENURUNAN KUALITAS...👎 ,,,,,,,,,,
06 Arini Kamilatan Naja,1,11/24/2022 14:08, Sudah tidak bisa menggabungkan antara kupon cashback dan gratis ongkir, kalau mau cashback ongkir bayar sendiri, kalau mau gratis ongkir bisa dapat cashback. Jadi beralih ke toko sebelah. ,,,,,,,,,,,
Rizal Naufal,5,11/24/2022 14:05,oke siiip,,,,,,,,,,,,,
FAHMI LAZIM,1,11/24/2022 13:59, Gratis ongkir dan Cashback tidak bisa di gabung , saya kecewa dnegan ketentuan baru ini se akan   pembeli harus milih , mau cashback atau Gratis ongkir ,,,,,,,,,,,
Jihad Q,1,11/24/2022 13:45, Aplikasi rusak, tarik refund gabisa , transaksi di batalkan sepihak, ,,,,,,,,,,
Mangatas Hutahayan,5,11/24/2022 13:31,good service,,,,,,,,,,,,,
Maulana Hasanudin,3,11/24/2022 13:28, Gw baru Update, semoga Penilaian yang Ada dirating buruk ituh tidak benar ,,,,,,,,,,,,
EL finno,1,11/24/2022 13:28, Siapapun yg ngide buat pengiriman kurir rekomendasi, sy sumpahin pant×tnya bau. Kacau sekali tokped skrg. Kalo gak dibalikin lagi kayak dulu, gak dioper2 kayak skrg, sy yakin bakal pada pindah yg belanja. ,,,,,,,,,,
Ko Ko,1,11/24/2022 13:25, Bikin akun aja eror padahal baru di update sangat2 memuaskan makasih ff, no hp email eror apk konslet #tidak rekomendasi kalau tidak mau menyesal ,,,,,,,,,,,,
Maulidin Lgs,1,11/24/2022 13:23,Hmmmmau tulis tapi males gua cape aja. Intinya banyak bug apalagi pas pertama kali download. Bugnya gak bisa download data untuk mencoba fitur,,,,,,,,,,,,,
Sigit Eko,5,11/24/2022 13:18,lovvvvvvvvv,,,,,,,,,,,,,
Suwarto Marwoto,5,11/24/2022 13:15,Update lagi di toko pedia,,,,,,,,,,,,,
trans mega kuningan,4,11/24/2022 13:12,sangatbmenyenangkan,,,,,,,,,,,,,
Dede Kamaludin,5,11/24/2022 13:04,sejauh ini mantap semoga selalu menjadi tempat belanja yang bersahabat,,,,,,,,,,,,,
boyfeok01,5,11/24/2022 13:00,Mantap,,,,,,,,,,,,,
ilyas nur,5,11/24/2022 12:59,bagus,,,,,,,,,,,,,
Wildan Hardiansyah,4,11/24/2022 12:54,ok,,,,,,,,,,,,,
USM_Ajeng_Pend. Bahasa Inggris,1,11/24/2022 12:52, KALO BISA BINTANG NOL AJA! Baru mau coba blnja di tokped. EH pas udh bayar DI BATALKAN TERUS! SAMPE 4X empat2nya dibatalkan! PDHL UDH DI BAYAR VIA TF, Perkara nomor rek yg tf sama, jd dikira ada kecurangan! Gajelasss tokped mau niat jualan gasi KESEL! ujung2 emg bnr blanja di toko oren aja paling bagus! ,,,,,,,,,,,
Ari Gizakaza,2,11/24/2022 12:45,Penjualan merosot efek promo ongkir & cashback tidak bisa dipake berbarengan. Apa udah banyak yg pindah/beralih ke toko lain ya?,,,,,,,,,,,,,
Rifi Dovelty,3,11/24/2022 12:36, Tambah lama tambah parah kebijakannya.. Masalah promo, bebas ongkir, cashback, biaya jasa aplikasi sampai biaya asuransi walaupun tidak memilih asuransi.. ,,,,,,,,,,
Eko Alrianti,4,11/24/2022 12:28, cepat, aman, ada gratis ongkir nya ,,,,,,,,,,,
Damas Lestari,5,11/24/2022 12:15,mudah mudahan amanah,,,,,,,,,,,,,
Yuwono,5,11/24/2022 12:10,Ok,,,,,,,,,,,,,
hendra susanto,5,11/24/2022 12:04,Saya berharap agar ada sidak buat seller karena banyak barang yg over/melebihi kapasitas untuk pick up ojol motor terutama penjual buble wrap yg sudah pasti tdk disarankan untuk di angkut motor. Jadi saya harap agar ada control/sidak bagi saller yg nakal,,,,,,,,,,,,,
Amd Servis computer,1,11/24/2022 12:03,Saya rubah karena kesbek tidak seperti dulu ..pengirian juga tidak tau mana yang dapat potongan biasanya bisa tau .. Jne tempat saya lambat n tidak profeaonal .. Bisanya sicepat atau jnt barang bisa d pantau .. Tolong perbaiki lagi sistemnya,,,,,,,,,,,,,
Rini Supriatni,4,11/24/2022 12:02,bagus,,,,,,,,,,,,,
Sunarti Wagino,5,11/24/2022 11:52,semoga promo diskon ongkirnya ada terus,,,,,,,,,,,,,
Inaya Seftiani,5,11/24/2022 11:48,toko pedia sangat bagus untuk penguna baru.,,,,,,,,,,,,,
andy yansyah,1,11/24/2022 11:28,Susah cari yg bisa cod,,,,,,,,,,,,,
Faruk Baeni Pradana,1,11/24/2022 11:26,Cs lama balesnya,,,,,,,,,,,,,
Syaroful Umam,1,11/24/2022 11:16, Maaf hanya bisa kasih 1 bintang. Karena sudah berulang kali saya pakai diskon tetapi malah saldo gopay dikembalikan (transaksi ditolak). Tetapi saat diskon tidak saya pakai, transaksi tersebut berhasil ,,,,,,,,,,,,
Heni Misaroh,5,11/24/2022 11:16, bagus aplikasi nya, integrasi pembayaran dgn gopay juga gampang ,,,,,,,,,,,,
Rio Gonzales,1,11/24/2022 11:16, Udah lama pake tokped baru ini saya kepikiran buat uninstall. Kebijakan apa itu, pake promo tapi ga gratis ongkir, trus ada biaya transaksi. Bikin males aja belanja lagi disini. Apa ada desakan dari pihak luar buat bayar pajak online market? Saya rasa sih begitu. Bener gak? ,,,,,,,,,,,
real meow,1,11/24/2022 11:13,Vape legal tapi diblokir?,,,,,,,,,,,,,
Dewa Odeng,5,11/24/2022 11:10,sippp,,,,,,,,,,,,,
Satem69 Satem,5,11/24/2022 11:04,Rating 5 pokoknya,,,,,,,,,,,,,
Rizky adryansyah 8B,1,11/24/2022 11:02,Aplikasi sialan rugi doang gw,,,,,,,,,,,,,
Emilia Hikari,3,11/24/2022 11:01, Tolonglah ya kepada bapak atau ibu yang terhormat,, ini kalo bisa setiap masuk itu verifikasi hanya sekali saja. Sumpah ya, ini jadi pengalaman buruk saat ingin cari barang secepat mungkin tapi tergganggu oleh verifikasi yang berulang. ,,,,,,,,,,
Khoirul Aziz,1,11/24/2022 10:58,Sungguh syulit..,,,,,,,,,,,,,
Ilham Cahya,5,11/24/2022 10:57,Bagus,,,,,,,,,,,,,
Epic Conquest,1,11/24/2022 10:54,Paket udh dibayar kok malah dibatalin otomatis,,,,,,,,,,,,,
Kwan Mei,1,11/24/2022 10:52, Ternyata semua kendalanya sama,voucher+gratis ongkir nggk dpt dipake bareng,sudah ongkir dinaekkan plus sekarang voucher nggk dpt dipake bareng,gara2 kebijakan baru jadi malas dah belanja di toped....👎👎👎👎 ,,,,,,,,,,
Mcls Princejack,3,11/24/2022 10:40,Gk tau cara cod,,,,,,,,,,,,,
Supri Pria,5,11/24/2022 10:32,mantab,,,,,,,,,,,,,
nocturno6th,1,11/24/2022 10:31,Jangan kebanyakan update yang gak ada manfaatnya... Bikin ilfil aj,,,,,,,,,,,,,
Ais Aisyah,1,11/24/2022 10:31, Apk paling g**l*k yang pernah saya instal.. Mo daftar aja dri kemarin kesalahan server terus. Udh coba pake email, nope, udh saya restrat, upgrade, hapus chace, ttp aja kek gitu.. Kalo gamau dipake, ngapain bikin apk kek gini segala??? Gak mutu sama sekalii.. 😜 ,,,,,,,
Firmansyah Pamungkas,5,11/24/2022 10:19,mantap banget anjay mabar,,,,,,,,,,,,,
Fraksi2_Fadlan Muhammad Raffaga,5,11/24/2022 10:18,yw,,,,,,,,,,,,,
Eyang Anom,2,11/24/2022 10:11,Biasa aja,,,,,,,,,,,,,
RA,5,11/24/2022 10:06,ok tingkat kan lagi,,,,,,,,,,,,,
Karomlaku Official,5,11/24/2022 10:02,ongkir wajar beda jauh dengan oren.,,,,,,,,,,,,,
Dicky Purnama,5,11/24/2022 9:54,Kenapa akhir-akhir ini aplikasi jadi tambah lemot?,,,,,,,,,,,,,
Dh Online,5,11/24/2022 9:54,simpel,,,,,,,,,,,,,
Maz Arman,1,11/24/2022 9:51, Apk toped erorr ,gak bisa di pake ,,,,,,,,,,,,
Agung Prakosa,3,11/24/2022 9:46,👍,,,,,,,,,,,,,
eman rabbani,1,11/24/2022 9:28, Dah lama bgt belanja disini, sampe jadi member Platinum.. tapi sekarang udah makin ga enak belanja disini, gratis ongkirnya palsu dan kebijakannya makin aneh.. mending migrasi ke OLshop lain aja.. dah makin ngaco si ijo nih.. ,,,,,,,,,,,
Dompet Gembala,1,11/24/2022 9:28, Parah sih ini laku 6, di Tokopedia test fisik HP hanya test, power, lcd, emai, volume, foto kode layar, foto belakang HP, Tiba2 ada test jaringan panggilan telepon karna layar tidak tampil saat panggilan ditolak, whay bro ,,,,
The Panjul,5,11/24/2022 9:14,good job,,,,,,,,,,,,,
Bayu Mas,5,11/24/2022 9:13,Nice,,,,,,,,,,,,,
Tris 0720,2,11/24/2022 9:11,sangat membantu saya suka tokopedia,,,,,,,,,,,,,
Darrell Rafa,5,11/24/2022 8:57,mudah dan cepat,,,,,,,,,,,,,
Samsul Arifin,5,11/24/2022 8:51,GG,,,,,,,,,,,,,
Haerun Haerun,1,11/24/2022 8:47, Saya bayar angsuran keredit melalui aplikasi tokopedia pada tanggal 23, sampai tangal 24 sekarang belom kelar juga,saya sudah laporan ke tokopedia care, tapi suru nunggu nunggu terus, sedangkan jatuh tempo angsuran saya tgl 23, sekarang tgl 24, berarti saya jadi nunggak 1 hari, gara gara tokopedia angsuran saya telat, padahal saya ga pernah telat bayar, hati hati kalo kalian yg ingin bayar angsuran lewat tokopedia, ,,,
Dicky S,5,11/24/2022 8:42,Aplikasinya bagus dan memudahkan dalam belanja,,,,,,,,,,,,,
mochamad abdul rochman,5,11/24/2022 8:32,keren,,,,,,,,,,,,,
Fernando Tanujaya,5,11/24/2022 8:30,Bagus,,,,,,,,,,,,,
Agus Suraatmaja,2,11/24/2022 8:28,Saya kasih dua dulu y baru nyoba,,,,,,,,,,,,,
achi doank,5,11/24/2022 8:21,aplikasi belanja yg bagus,,,,,,,,,,,,,
endri sutarno,5,11/24/2022 8:19,Bintang yg berbicara,,,,,,,,,,,,,
Owi Elektro,1,11/24/2022 7:59, Kecewa..susahnya pengajuan komplenan untuk retur barang...masa vasilitas untuk mendapatkan nomor resi tdk ada...tanya pedia,malah solusi dari pedia di suruh secara manual,datang ke kantor espedisi...sedangkan jarak kntr espedisi dari rmhku cukup jauh...jadi gagal deh untuk retur barang...sia2 aku beli barang tdk bisa di pakai...beli barang hanya untuk di buang..haduh...mending blnja di si oren kalo ada masalah komplenan sangat mudah fan cepat.... ,,,,,,,,,,,
Abil Hakam,1,11/24/2022 7:55,Aplikasi bejat tidak bisa login update lama sekali,,,,,,,,,,,,,
suk sen Oei,5,11/24/2022 7:54,belanja di tokopedia sangat terpercaya dan mudah serta dapat discount yg byk terima kasih tokopedia,,,,,,,,,,,,,
Ganjar Kristanto Samuel,5,11/24/2022 7:44, Barang terpercaya, pengembalian dana mudah & cepat ,,,,,,,,,,,,
Bagas Aditya,5,11/24/2022 7:29,mahokkk,,,,,,,,,,,,,
I'm Serious,3,11/24/2022 7:27, Bintang 3 karena saya jarang belanja. Sudah 2 tahun lebih saya bilang kalau toko yg tdk jualan lebih sebulan ngapain dibiarkan gk guna. 3 minggu saja minimal diberi peringatan hari ke 31 nya akun toko harus dipaksa ditutup. Lagipula, toko yang sepi pembeli sangat susah untuk yakin barang itu dikirim & asli/enggaknya. Belum gratis ongkos & cod. Takut banget jdi pembeli pertama karena resiko ditipu. & Dibohongi. ,,,,,,,,,,,,
Zulkifli,1,11/24/2022 7:25,Sudah jadi pembeli prioritas tapi keuntungannya semakin berkurang... katanya bebas ongkir tapi ada tambahan biaya lagi karna harga ongkir reguler perkilo nya lebih mahal berbeda dengan yg berbayar... voucher tidak bisa di gabung dengan bebas ongkir... pertahankanlah pelanggan karna persaingan bisnis market place semakin ketat... siapa berani kasih lebih pasti menang,,,,,,,,,,,,,
Hamzah Saf,5,11/24/2022 7:25,Ghj,,,,,,,,,,,,,
Me Kuro,5,11/24/2022 7:13, sangat   membantu syekalee & sangat sangat memuaskan ,,,,,,,,,,,,,
yudi cholisa,5,11/24/2022 7:07,mantap,,,,,,,,,,,,,
Surya TX,5,11/24/2022 7:05, Aplikasi bagus, admin Tokopedia respon terhadap kendala saat pembelian, sering pakai aplikasi ini dibandingkan kompetitor lainnya ,,,,,,,,,,,
gunawan saputro,1,11/24/2022 6:58,Pelayanannya buruk,,,,,,,,,,,,,
Unai Yati,5,11/24/2022 6:54,ok,,,,,,,,,,,,,
Deris Delvin,1,11/24/2022 6:53,Jangan pilih Layanan PLUS.. Kurirnya mengecewakan,,,,,,,,,,,,,
RIVANDI 987,5,11/24/2022 6:50,Mantao,,,,,,,,,,,,,
Sumijati Tjandra,1,11/24/2022 6:31,Makin kesini tokped makin tidak jelas apknya sdh diupdate kirain makin gacor jalannya ternyata eh ternyata lemot kayak keong lemot abis kouta buat update apk sampah nyesel banget tau gk usah diupdate kalu bikin apk yg bnr dunk jgn nyusahin org loadingnya harus nunggu lama sebelum diupdate lanjay lancar jaya.,,,,,,,,,,,,,
Sutrisno Hadi,1,11/24/2022 6:28,Tokped makin pelit promo makin dikit cashback pun sulit...,,,,,,,,,,,,,
Sunartejo budi prayogo,4,11/24/2022 6:20,Aplikasi bagus. Tp kebanyakan problemnya di kurir. Terutama yg untuk next day. Kita custumer pilih next day karena butuh cpt. Seperti kasus kemarin pas butuh cpt pakai next day datangnya 2 hari padahal butuhnya buat next day. Akhirnya beli lg off line krn emang butuh cpt dan yg beli di Tokopedia g dipakai. Saran untuk yg next day apabila telat datang refaund nya jgn hanya ongkirnya tp seharga barang yg di beli plus ongkir. Sayangkan udah beli tp telat datang harus beli offline,,,,,,,,,,,,,
K.L,3,11/24/2022 6:19,Tolong buat pilhan pembelian nominal pulsa ditambahkan opsi 5000 sama 10.000,,,,,,,,,,,,,
Rudi squarepants,1,11/24/2022 6:19,Ribetttt bgttt mau masuk akun sendirii aja susah,,,,,,,,,,,,,
Aulia Nur,3,11/24/2022 6:18, Sy user tokped yg sdh cukup lama, dan Mungkin ini pertama kalinya sy memberikan ulasan u/ app tokped. Jujur aja sy kurang nyaman d update yg skrng. Knp, krn d device sy app tokped berjalan sangat berat. Ini berasa bermain game dng spec yg tinggi. Mohon d perbaiki, agar d device kentang (ram 3) berjalan dng mulus. Sy mah msh demen updatean sblmnya yg msh raman d device sy. Itu saja keluhan sy, makasih. ,,,,,,,,,
Rosdel afrizal,5,11/24/2022 6:13,semoga semakin semakin aja,,,,,,,,,,,,,
Jaenal arifin,5,11/24/2022 6:10,ok,,,,,,,,,,,,,
Sayful Alim,5,11/24/2022 5:54,Ok,,,,,,,,,,,,,
William Phantom,1,11/24/2022 5:47,promoku ilang asemmm,,,,,,,,,,,,,
Rahmat Hidayat,5,11/24/2022 5:21,Baguss,,,,,,,,,,,,,
Su Yani,5,11/24/2022 5:19,Baik,,,,,,,,,,,,,
Memey Amank,1,11/24/2022 5:17,Sangat kecewa sm toko pedia Sdh 5 x berapa kali cek out barangnya ..giliran sdh dibyr pake pay latter langsung bilang kosong ....,,,,,,,,,,,,,
Arie Anthie,1,11/24/2022 5:11, Paket saya dr tgl 10, ga nyampe2.. Dianggep hilang sama kurir nya.. Tp dana ga balik2, sampe skrg.. ,,,,,,,,,,,
Jonhendri Hendri,5,11/24/2022 5:06,oke deh,,,,,,,,,,,,,
Adi Daya,5,11/24/2022 4:38,mantap,,,,,,,,,,,,,
Lusi N,Q,1,11/24/2022 4:33, Gabung sma pegadaian bikin smua tanpa persetujuan pihak qt yg di tariki uang titip emas, ribet amat ngurusnya di pegadaian, pdhal niat awal buat infest, malah di ribetkan kyak gni, kcewa bgt sma tkopedia makin ke sni makin g bermutu, Emas g seberapa mau di ambil d persulit, bener2 rugi waktu rugi materi!!!! ,,,,,,
Bagus Widi,5,11/24/2022 4:32,bener lho....dgn pembayaran Pay Letter sangat membantu usaha & pekerjaan sy,,,,,,,,,,,,,
teguh satriadi,5,11/24/2022 4:28,puuuuaaaaasssss,,,,,,,,,,,,,
DASTO,4,11/24/2022 4:27,Tokped cara cepat belanja hemat,,,,,,,,,,,,,
dian indriawan,5,11/24/2022 4:22,ok,,,,,,,,,,,,,
muhamad raka,5,11/24/2022 4:00,sangat memuaskan,,,,,,,,,,,,,
Jj Celluler,5,11/24/2022 3:56,ok,,,,,,,,,,,,,
Rahayu Ayu,5,11/24/2022 3:52,Siip,,,,,,,,,,,,,
agus supriyono,5,11/24/2022 3:47,Saya puas belanja ditokped..bravo pokoknya...,,,,,,,,,,,,,
Roni Setyawan,1,11/24/2022 3:41,Tokopedia suka mengubah tampilan WISHLIST👎 kalau sudah begitu pasti WISHLIS lama jadi hilang semuanya👎👎👎👎,,,,,,,,,,,,,
Ahmad Hariri,5,11/24/2022 3:33,sangat puas,,,,,,,,,,,,,
edja gandasmara,5,11/24/2022 3:31,Tokopedia memudahkan pelanggan nya ....top banget deh,,,,,,,,,,,,,
Arlinsyah Anwar,5,11/24/2022 3:29,mudah pembayar dgn gopay,,,,,,,,,,,,,
Vivo 91,5,11/24/2022 3:26,puas belanja disini..nyaman,,,,,,,,,,,,,
andy park,5,11/24/2022 3:21,good,,,,,,,,,,,,,
Kontak Nama,1,11/24/2022 3:20, Sekarang setiap Transaksi kena biaya seribu, gratis ongkir dan Cashback tidak bisa di pakai bersamaan. Capek. ,,,,,,,,,,,,
Imas Siti Maemunah,5,11/24/2022 3:19,bagus bgt pengguna baru langsung dapet hadiah gratis,,,,,,,,,,,,,
Muhamad Dian hafiz,3,11/24/2022 3:16, Maaf developer saya mau complaint masalah meng upload foto atau video di perpesanan dan ulasan selalu terjadi masalah, padahal fitur itu sangat penting buat informasi pengajuan complaint dan kualitas produk,.. tolong segera perbaiki ,,,,,,,,,,,
Nanang Rahardjo,3,11/24/2022 3:15,Membeli barang di toko pedia aman capat terpercaya,,,,,,,,,,,,,
Amin Wahyono,5,11/24/2022 3:08,bagus dan nyaman,,,,,,,,,,,,,
Anom Missile,5,11/24/2022 3:05,👍,,,,,,,,,,,,,
Feri Hendri,1,11/24/2022 2:15,Hati2 ama toko pedia aplikasi ini sudah saya hapus tapi saya punya transaksi yang tidak saya bikin. Mana uang saya diambil dari tabungan katanya sudah dikembalikan tapi kok gak ada penambahan disaldo bank. Tolong dong pihak tokopedia balikin uang saya haram lo hukumnya mengambil uang yang bukan hakmu atau jiwa kalian jiwa maling semua,,,,,,,,,,,,,
Dewi Mayasari,5,11/24/2022 2:12,Tokopedia Sangat bagus karena utk klaim asuransi kerusakan dlm pengiriman mau membantu dan diganti full harga barang.... terimakasih Tokopedia... untuk para pembeli jgn lupa untuk menyertakan asuransi kerusakan saat pmbelian dan jika barang sudah sampai sertakan video unboxing... karena jika ada masalah dgn barang rusak pasti Tokopedia membantu tapi ya dengan proses nggak langsung...jadi kita tetep gak rugi....,,,,,,,,,,,,,
Arif Black Misille,2,11/24/2022 2:11,Stlah d update bkn.a makin bagus malah bikin kecewa,,,,,,,,,,,,,
Edi Hjno,1,11/24/2022 2:10, logo nya PRIORITAS ,, tapi lepas tanggung jawab,,, di tanya ga bisa jawab !!! ,,,,,,,,
sagara garage,4,11/24/2022 2:09,mantab,,,,,,,,,,,,,
Roman Pras,5,11/24/2022 2:02,jos,,,,,,,,,,,,,
Tarya Sutarya,5,11/24/2022 1:55,bagus,,,,,,,,,,,,,
Hasbi Maulana,5,11/24/2022 1:36, Aplikasi paling rekomended kalo mau beli online 😁,gak kayak si orange sama si biru yang kebanyakan spam iklan😒 padahal tetep mahal. ,,,,,,,,,,,,
Adi Setia,5,11/24/2022 1:10,Penak,,,,,,,,,,,,,
Channel Ghava Lucky,5,11/24/2022 0:31,memberikan sesuatu yang baru,,,,,,,,,,,,,
Hendrik Kurnia,2,11/24/2022 0:27,udh 2x belanja produk di tokped beda deskrip. payah tidak ada seleksi toko/seller.. yg rugi juga nanti bakalan tokped sendiri.. cemen agh.. rugi rugi belanja di tokped lagi..,,,,,,,,,,,,,
amin tohari,3,11/24/2022 0:21, Sejak BBM naik,gratis ongkir jadi lama.aku jatim,biasanya dari Surabaya 24jam nyampe sekarang 3-4hari.dari Jakarta apalagi biasanya 3-4 hari nyampek,kemarin2 10hari baru nyampek.mana gak ada update di fitur lacak.tapi kalo ongkir bayar kok lancar ,,,,,,,,,,
